Entry ID,Date start (dd),Date start (mm),Date start (yyyy),Season start,Date end (dd),Date end (mm),Date end (yyyy),Season end,Text,Reference,Country,NUTS1,NUTS2,NUTS3,Location,DPSIR,Sector,Water Company,Water Company 2018,WR typology,WR typology sub-category
217,3,8,1984,Summer,3,2,1985,Winter,"YORKSHIRE WATER AUTHORITY DROUGHT ACT 1976 Application for Drought Order Notice is hereby given that Yorkshire Water Authority is applying to the Secretary of State for the Environment for an Order (to remain in force for six months) under section 1 of the Drought Act 1976 prohibiting the use of water for the purposes set out below in those parts of the following areas in which water is supplied by them:— (1) The whole of the District of Hambleton. (2) The whole of the Borough of Harrogate with the exception of the parishes of:— Askwith, Castley, Denton, Knapton, Leathley, Middleton, Nesfield with Langbar, Nether Poppleton, Upper Poppleton, Weeton and Weston. (3) The whole of the District of Richmondshire with the exception of the parishes of::— Arkengarthdale, Cleasby, Cliffe, Grafton on Tees, Dalton on Tees, Ellerton AbbeyJ: Eryholme, Grinton, Manfield, Marrick, Melbecks, Muker, Reeth Fremington and Healaugh and Stapleton. (4) The whole of the District of Ryedale with the exception of the parishes of:— Aislaby, Allerston, Appleton-le-Moors, Cawthorne, Cropton, Ebberston, Foxholes, Ganton, Hartoft, Kingthorpe, Kirkbymoorside, Lastingham, Levisham, Lockton, Luttons, Malton, Marishes, Middleton, Newton, Norton-on-Derwent, Pickering, Rosedale East Side, Rosedale West Side, Sinnington, Spaunton, Thixendale, Thornton Dale, Weaverthorpe, Wharram, Willerby, Wilton and Wrelton. The prohibited purposes are:— (a) the watering, by hosepipe, sprinkler or other apparatus, of parks, ornamental gardens, lawns, allotments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned; (b) the filling, whether wholly or partially, of privately owned swimming pools and ornamental ponds other than fish ponds; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene; (e) the cleaning of the exterior of buildings by water; (f) the cleaning of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled; (h) the operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. Within seven days from the publication of this Notice, copies of the application may be inspected during all reasonable hours at the Authority's offices at Claro House, Harlow Moor Road, Harrogate (Tel. 64466); Monkgate, York (Tel. 0904 642131); 12 Queens Road, Richmond (Tel. 0748 3051); Old Malton Road, Malton (Tel. 0653 2451) and West Riding House, 67 Albion Street, Leeds LSI 5AA (Tel. 0532 448201). and objections to the application may be made to the Secretary cf State for the Environment at Room B4.64, Romney House, 43 Marsham Street, London SW1P 3PY. Should it appear to the Secretary of State that the Order is required to be made urgently if it is to enable the Authority effectively to meet deficiencies of supplies of water in the areas referred to above, he may direct that the holding of a public local inquiry of a hearing by a person appointed by him should be dispensed with. J. Brooksbank, Chief Executive. 3rd August 1984. ","Recorded in The Gazette, issue 49832, 08 August 1984",England,"UKC, UKD, UKE, UKF","UKC1, UKD1, UKD3, UKD4, UKE1, UKE2, UKE3, UKE4, UKF1, UKF3","UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15, UKF30","Hambleton, Harrogate, Richmondshire, Ryedale",IR,Water Resources,Yorkshire Water,Yorkshire Water,Demand,Hosepipe ban application
218,7,8,1984,Summer,6,2,1985,Winter,"WELSH WATER AUTHORITY DROUGHT ACT 1976 The Welsh Water Authority (Parts of Wales) (Drought) (No. 2) Order 1984 Whereas in exercise of powers conferred upon him by section 1 (3) (b) and (4) of the Drought Act 1976 the Secretary of State for Wales on 7th August 1984 made the above-named Order. Copies of this Order are deposited at the offices of the Authority at Cambrian Way, Brecon, Powys, and at the Post Offices at Nefyn, Aberdaron, Pwllheli, Criccieth, Abersoch and Porthmadog, where it may be inspected by any person during normal office hours. The effect of the Order is that for a period of 6 months until and including 6th February 1985 the Authority may prohibit the use of water supplied through its water mains within the area set out in the First Schedule hereto tos consumers generally, any specified class of consumer or any particular consumer within such a specified class for any of the purposes specified in the Direction given by the Secretary of State for the Environment and the Secretary of State for Wales to water authorities and statutory water companies generally on 18th July 1984 as set out in the Second Schedule hereto. Notice is hereby given that with effect from the date of publication of this notice the use of mains water by any consumer for all the purposes specified1 in the Second1 Schedule hereto is prohibited until further notice in the area specified in the First Schedule hereto. Notice is also hereby given that with effect from the date of publication of this notice it shall be an offence to use mains water for those purposes and in1 those areas herein before prohibited punishable on summary conviction by a fine not exceeding £2,000 and' on conviction; on indictment by an unlimited fine. F. Bernard Doyle, Chief Executive Cambrian Way, Brecon, Powys-LD3 7HP. SCHEDULE 1 Area within which the Authority may Prohibit or Limit the Use of Water In the County of Gwynedd and District of Dwyfor the areas of the following communities: Aberdaroni Llannor Bottwnog Llanystumdwy Buan Nefyn Criccieth Pistyll Dolbenmaen Porthmadog Llanaelhaearn Pwllheli Llanbedrog Tudweiliog Llanengan SCHEDULE 2 Purposes specified in Direction dated \0th August 1976 1. The watering, by hosepipe, sprinkler or other apparatus of any of the following, whether publicly or privately owned: (a) parks ; (b) ornamental gardens; (c) lawns ; (d) allotments; (e) recreation grounds ; (/) sports grounds; (g) playing fields; (h) golf courses ; (0 race-courses. 2. The filling, whether wholly or partially, of the following, being privately owned: (a) swimming pools ; (b) ornamental ponds other than fish ponds. 3. The operation of mechanical vehicle washers, whether automatic or not. 4. The washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene. 5. The cleaning of the exterior of buildings. 6. The cleaning of industrial premises and plant for any reason other than safety or hygiene. 7. The operation of ornamental fountains ","Recorded in The Gazette, issue 49839, 14 August 1984",Wales,"UKJ, UKK","UKJ3, UKK1","UKJ36, UKK15","Gwynedd, Dwyfor",IR,Water Resources,Welsh Water,Welsh Water,Demand,Hosepipe ban application
219,1,9,1984,Autumn,27,10,1984,Autumn,"THE FIFE REGIONAL COUNCIL WITHDRAWAL OF RESTRICTION OF USE OF HOSEPIPES THE Fife Regional Council, as Water Authority for the Region of Fife and the former County of Kinross, hereby give notice that with effect from Saturday, 27th October 1984 the use for the purpose of watering private gardens or washing private motor cars of any water supplied by them as respects the whole of their said limits of supply and drawn through a hosepipe or similar apparatus is not prohibited. This Notice withdraws the restriction upon such use of water imposed as from 1st September 1984, by earlier notice given in terms of Section 69 of the Water (Scotland) Act 1980. W. Breslin, Director of Administration. Fife House, North Street, Glenrothes, Fife.","Recorded in The Gazette, issue 21624, 26 October 1984",Scotland,"UKC, UKD, UKM","UKC2, UKD1, UKM5, UKM6, UKM7, UKM8, UKM9","UKC21, UKD11, UKD12, UKM50, UKM61, UKM62, UKM63, UKM64, UKM71, UKM72, UKM73, UKM75, UKM76, UKM77, UKM78, UKM81, UKM82, UKM83, UKM84, UKM91, UKM92, UKM93, UKM94, UKM95",Fife,IR,Water Resources,Fife Council,Scotland,Demand,Restrictions lifted
220,1,9,1984,Autumn,1,3,1985,Spring,"THE FIFE REGIONAL COUNCIL RESTRICTION OF USE OF HOSEPIPES THE Fife Regional Council, as Water Authority for the Region of Fife and the former County of Kinross and in exercise of the powers conferred on them by Section 69 of the Water (Scotland) Act 1980, considering that a serious deficiency of water available for distribution is threatened, hereby give notice that with effect from Saturday, 1st September 1984 the use for the purpose of watering private gardens or washing private motor cars of any water supplied by them as respects the whole of their said limits of supply and drawn through a hosepipe or similar apparatus is prohibited. ""Private motor car"" has the meaning ascribed to it by Section 69 (1) of the said Act. This prohibition shall operate until further notice. Any person who contravenes the provisions of this Notice while the prohibition is in force shall in respect of each offence be liable on summary conviction to a fine not exceeding £200. W. Breslin, Director of Administration. Fife House, North Street, Glenrothes, Fife. 29th August 1984.","Recorded in The Gazette, issue 21592, 31 August 1984",Scotland,"UKC, UKD, UKM","UKC2, UKD1, UKM5, UKM6, UKM7, UKM8, UKM9","UKC21, UKD11, UKD12, UKM50, UKM61, UKM62, UKM63, UKM64, UKM71, UKM72, UKM73, UKM75, UKM76, UKM77, UKM78, UKM81, UKM82, UKM83, UKM84, UKM91, UKM92, UKM93, UKM94, UKM95",Fife,IR,Water Resources,Fife Council,Scotland,Demand,Hosepipe ban
221,3,9,1984,Autumn,3,3,1985,Spring,"YORKSHIRE WATER AUTHORITY DROUGHT ORDER RESTRICTIONS Notice is hereby given that on 17th August 1984 the Secretary of State for the Environment made the Yorkshire Water Authority (Prescribed Uses) (No. 2) (Drought) Order 1984 (to remain in force for 6 months from 18th August 1984) under section I of the Drought Act 1976, prohibiting the use of water for certain purposes. Under the Order the Authority now prohibits all first time use of water supplied by the Authority for purposes specified below with effect from midnight on 3rd September 1984 within the following areas: (1) The whole of the District of Hambleton. (2) The whole of the Borough of Harrogate with the exception of the Parishes of: Askwith, Castley, Denton, Leathley, Middleton, Nesfield with Langbar, Weeton, and Weston. (3) the whole of the District of Richmondshire with the exception of the Parishes of: Arkengarthadale, Cleasby, Cliffe, Grafton-on-Tees, Dalton-on-Tees, Ellerton Abbey, Eryholme, Grinton, Manfield, Marrick, Melbecks, Muker, Reeth Fremington and Healaugh, and Stapleton. 4 (4) The whole of the District of Ryedale with the exception of the Parishes of: Aislaby, Allerston, Appleton-le-Moors, Cawthorne, Cropton, Ebberston, Foxholes, Ganton, Hartoft, Kingthorpe, Kirkbymoorside, Lastingham, Levisham, Lockton, Luttons, Maltqn, Marishes, Middleton, Newton, Norton-on-Derwent, Pickering, Rosedale East Side, Rosedale West Side, Sinnington, Spaunton, Thixendale, Thornton Dale, Weaverthorpe, Wharram, Willerby, Wilton, and Wrelton. 2. The prohibited purposes are: (1) The watering, by hosepipe, sprinkler or other similar apparatus, of any of the following, whether publicly or privately owned: (a) parks; (b) ornamental gardens; (c) lawns; (d) allotments; (e) recreation grounds; (f) sports grounds; (g) playing fields; (h) golf courses; (1) racecourses. (2) The filling, whether wholly or partially, of either of the following, being privately owned: (a) swimming pools; (b) ornamental ponds other than fish ponds. (3) The operation of mechanical car washers, whether automatic or not, except where a major part of the water used is re-cycled and this fact is prominently advertised at the site. (4) The washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene. (5) The cleaning of the exterior of buildings by water by the use of a jet or spray or hose. (6) The cleaning of industrial premises and plant for any reason other than safety or hygiene. (7) The operation of ornamental fountains or cascades, including any where water is re-cycled. (8) The operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. Copies of the Order as made may be inspected, free of charge, at all reasonable hours at the address below and at the Authority's offices at Claro House, Harlow Moor Road, Harrogate; Monkgate, York; 12 Queen's Road, Richmond; and Old Malton Road, Malton. /. Brooksbank, Chief Executive. West Riding House, Albion Street, Leeds LSI 5AA.","Recorded in The Gazette, issue 49859, 05 September 1984",England,"UKC, UKD, UKE, UKF","UKC1, UKD1, UKD3, UKD4, UKE1, UKE2, UKE3, UKE4, UKF1, UKF3","UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15, UKF30","Hambleton, Harrogate, Richmondshire, Ryedale",IR,Water Resources,Yorkshire Water,Yorkshire Water,Demand,Hosepipe ban
222,7,9,1984,Autumn,7,3,1985,Spring,"YORKSHIRE WATER AUTHORITY WATER ACT 1976 Application for Drought Order Notice is hereby given that Yorkshire Water Authority is applying to the Secretary of State for the Environment for an Order (to remain in force for 6 months) under section 1 of the Drought Act 1976 prohibiting the use of water for the purposes set out below in those parts of the following areas in which water is supplied by them: Local Government areas Areas affected Bradford Metropolitan The whole district District Calderdale Metropolitan Shelf District Kirklees Metropolitan Cleckheaton and Liversedge District Craven District The whole district Pendle District Barnoldswick and Earby Leeds Metropolitan District (1) The Parishes of Carlton and Otley. (2) Calverley, Parsley, Gui- seley, Hawksworth, Pud- sey, Rawdon and Yeadon. (3) Drighlington, Gilder- some and West Ardsley. Harrogate District The Parishes of Nesfield with Langbar, Middleton, Denton, Askwith, and Weston. The prohibited purposes are: (1) The watering, by hosepipe, sprinkler or other similar apparatus, of any of the following, whether publicly or privately owned: (a) parks; (6) ornamental gardens; (c) lawns; (d) allotments; (e) recreation grounds ; (f) sports grounds ; (g) playing fields ; (7i) golf courses; (i) racecourses. (2) The filling, whether wholly or partially, of either of the following, being privately owned: (<z) swimming pools; (b) ornamental ponds other than fish ponds. (3) The operation of mechanical car washers, whether automatic or not, except where a major part of the water used is re-cycled and this fact is prominently advertised at the site. (4) The washing of road vehicles, boats and railway roll- ing stock for any reason other than safety or hygiene. (5) The cleaning of the exterior of buildings by water by the use of a jet or spray or hose. (6) The cleaning of industrial premises and plant for any reason other than safety or hygiene. (7) The operation of ornamental fountains or cascades, including any where water is re-cycled. (8) The operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. Within 7 days from the publication of this notice, copies of the application may be inspected during all reasonable hours at the Authority's offices at Sackville Street, Skipton (telephone 0756 5471) ; Broadacre House, Vicar Lane, Brad- ford (telephone 91 306063); and West Riding House, 67 Albion Street, Leeds (telephone 0532 448201), and objec- tions to the application may be made to the Secretary of State for the Environment at Room B4.64, Romney House, 43 Marsham Street, London SW1P 3PY. Should it appear to the Secretary of State that the Order is required to be made urgently if it is to enable the Authority effectively to meet deficiencies of supplies of water in the areas referred to above, he may direct that the holding of a public local inquiry of a hearing by a person appointed by him should be dispensed with. /. Brooksbank, Chief Executive West Riding House, 67 Albion Street, Leeds LSI 5AA.","Recorded in The Gazette, issue 49865, 11 September 1984",England,"UKC, UKD, UKE, UKF","UKC1, UKD1, UKD3, UKD4, UKE1, UKE2, UKE3, UKE4, UKF1, UKF3","UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15, UKF30","Bradford, Calderdale, Leeds, Carlton, Otley, Harrogate, Kirklees",IR,Water Resources,Yorkshire Water,Yorkshire Water,Demand,Hosepipe ban application
223,8,9,1984,Autumn,8,3,1985,Spring,"WELSH WATER AUTHORITY DROUGHT ACT 1976 The Welsh Water Authority (Parts of Wales) (Drought) (No. 3) Order 1984 Whereas in exercise of powers conferred upon him by section 1 (3) (b) and (4) of the Drought Act 1976, the Secretary' of State for Wales on 8th August 1984 made the above-named Order. Copies of this Order are deposited at the offices of the Authority at: Cambrian Way, Brecon, Powys, and at Hawthorn Rise, Haverfordwest, Dyfed, where it may be inspected by any person during normal office hours. The effect of the Order is that for a period of 6 months until and including 8th February 1985 the Authority may prohibit the use of water supplied through its water mains within the areas set out in the First Schedule hereto to consumers generally, any specified class of consumer or any particular consumer within such a specified class for any of the purposes specified in the Direction given by the Secretary of State for the Environment and the Sec- retary of State for Wales to water authorities and statu- tory water companies generally on 18th July 1984 as set out in the Second Schedule hereto. Notice is hereby siven that with effect from the date of publication of this notice the use of mains water by any consumer for all the purposes specified in the Second Schedule hereto is prohibited until further notice in the areas specified in the First Schedule hereto. Notice is also hereby given that with effect from the date of publication of this notice it shall be an offence to use mains water for those purposes and in those areas here- inbefore prohibited punishable on summary conviction by a fine not exceeding £2,000 and on conviction on indict- ment by an unlimited fine. F. Bernard Doyle, Chief Executive Cambrian Way, Brecon, Powys LD3 7HP. SCHEDULE 1 Area within which the Authority may prohibit or limit the use of water 1. All parts of the following Community Council areas in the District of Carmarthen: Cenerth Llangan West Cilymaenllwyd Llangeler Groundra Llangynin Henllanfallteg LJanllwni Llahboidy Llanwinio Llandissilio East "" Llanybyther Llanfallteg West Llanycrwys Llanfihangel-ar-Arth Newcastle Emlyn Llanfihangel Rhos-y- Pencarreg Corn Trelech a'r Betws 2. All parts of the following Community and Town Council areas in the District of Ceredigion: Aberaeron Llanbadam Odwyn Aberporth Llanbadarn Trefeglwys Battws Evan Llanddewi Aberarth Betws Leucu Upper Blaenpennal Llanddewi Brefi Cardigan Llandyfriog Caron-Is-Clawdd Llandygwydd Caron-Uwch-Clawdd Llandyssiliogogo Cellan LJandyssul Cilcennin Llanfair Clydogau Ciliau Aeron Llanfihangel Ystrad Dihewid Llangeitho Gartheli Llangoedrnor Gwnnws Issa Llangranog Gwynfil Llangwyryfon Henfynyw Upper Llangybi Lampeter Llangynllo Llanafan Llanina Llanarth Llanllwchaiarn . 11079 Llanrhystyd Haminiog Orllwyn Teifi Llanrhystyd Mefenydd Penbryn Llansantffraid Silian Llanwenog Trefilan Llanwnen Troedyraur Lower Llanfihangel y Upper Gwnnwa . Creuddyn Upper Lledrod . Lower Lledrod Verwig Nantcwnnle Ysbyty Ystwyth New Quay 3. All parts of the following Community and Town Council areas in the District of Preseli : . Ambleston Llanstinan Bayvil Llantood Bletherston Llanycefn Boulston Llanychaer Brawdy Llanychlwydog Bridell Llanwnda Camrose Llys-y-f ran Capel Colman Manordeifi Castellan Manorowen Castlebythe Msthry Cathedral Close of St. Maenclochog David's Meline Cilgerran Monington Clarbeston Morvil Clydey Moylgrove Dinas Mynachlog-ddu Eglwys Wen Nevern Eglwyswrw New Moat Fishguard and Goodwick Newport Fishguard South Nolton Granston North Prendergast Haroldston West Penrydd Hayscastle Pontfaen Henry's Moat Puncheston Jordanston Roch Lambston Rudbaxton Letterston St Davids Little Newcastle St Dogmaels Rural Llandeilo Llwydarth St Edrins Llandeloy St Elvis Llandissilio West . St Lawreace Llanfair-Nant-Gwyn St Nicholas Llanfair-Nant-y-Gof Spittal Llanfihangel Penbedw Treffgarne Llanfyrnach Uzmaston Llangolman . Vorlan Llanhowell Walton East Llanllawer West Cilrhedyn Llanreithan Whitchurch Llanrien Wiston 4. All parts of the following Community and Town Council areas in the District of South Pembrokeshire : Begelly Minwear Coedcanlas Mounton • Crinow Narberth • ':.''• East Williamston Narberth North Jeffreston Narberth South Lampeter Velfrey Newton North Lawrenny • Reynalton Llanddewi Velfrey Robeston Wathen Llawheden St Issells Loveston Slebech Martletwy Yerbeston SCHEDULE 2 Purposes specified in direction dated 10th August 1976 1 . The watering, by hosepipe, sprinkler or other appar- atus of any of the following, whether publicly or privately r^vi/np-H V W 11 Cxi •. ' (a) parks ; (b) ornamental gardens ; (c) lawns ; (d) allotments ; (e) recreation grounds ; (/) sports grounds ; (g) playing fields ; (h) golf courses ; : (0 'race courses. 2. The filling, whether wholly or partially, of the followr ing, being privately .owned: (a) swimming pools ; (6) ornamental ponds other than -fish ponds. ,","Recorded in The Gazette, issue 49839, 14 August 1984",Wales,"UKJ, UKK","UKJ3, UKK1","UKJ36, UKK15","Carmarthen, Ceredigion, Preseli, South Pembrokshire",IR,Water Resources,Welsh Water,Welsh Water,Demand,Hosepipe ban
224,11,9,1984,Autumn,11,3,1985,Spring,"SEVERN-TRENT WATER AUTHORITY BROUGHT ACT 1976 Prohibition of Uses of Water for Prescribed Purposes Area of Supply of the former Birmingham Corporation Water Undertaking Notice is hereby given that because of exceptional shortage of rain over the gathering grounds of the Elan and Claerwen Reservoirs in Mid-Wales the Severn-Trent Water Authority is applying to the Secretary of State for the Environment for an Order under section 1 (3) (b) of the Drought Act 1976. The general effect of the Order will be to authorise the Authority to prohibit or limit for a period of 6 months within that part of the Authority's area of supply described in the Schedule below (being the area of supply of the former Birmingham Corporation Water Undertaking) the use of water for any one or more of the purposes set out below being purposes included within the direction made by the Secretary of State on 18th July 1984. The uses of water it is proposed to prohibit or limit are as follows: (a) The watering, by hosepipe, sprinkler or other ap- paratus, of parks, ornamental gardens, lawns, allot- ments, recreation: grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned. (b) The filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than; fish ponds. (c) The operation of mechanical vehicle washers, whether automatic or not. (d) The washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene. (e) The cleaning of the exterior of buildings. (/) The cleaning of industrial premises and plant for any reason other than safety or hygiene, (g) The operation of ornamental fountains or cascades, including any where water is recycled. (h) The operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied. /. Stevenson, Secretary and Solicitor Severn-Trent Water Authority, Abelson House, 2297 Coventry Road, Sheldon, Birmingham B26 3PU. SCHEDULE The areas and parts of areas specified below in so far as they are supplied by the Authority's Tame Division within the area of supply of the former Birmingham Corporation Water Undertaking: (i) The areas of the Birmingham City Council (greater part), Solihull Metropolitan Borough Council (greater part) Dudley Metropolitan Borough Council (part) Sandwell Metropolitan Borough Council (part) and Walsall Metropolitan Borough Council (part), (ii) The area of the Tamworth Borough Council (part), (iii) The following Parishes within the area of the Bronis- grove District Council: Coftonn Hackett Frankley Wythall (iv) The following Parishes and parts of Parishes within the area of the North Warwickshire Borough Council: Arley (part) Coleshill Curdworth Fillongley (part) Great Packington (part) Kingsbury (greater part) Lea Marstqm Little Packingtoa Maxstoke Nether Whitacr© Over Whitacre Shustoke Water Orton","Recorded in The Gazette, issue 49865, 11 September 1984",England,"UKD, UKE, UKF, UKG, UKJ, UKK, UKL","UKD6, UKE3, UKF1, UKF2, UKF3, UKG1, UKG2, UKG3, UKJ1, UKK1, UKL1, UKL2","UKD62, UKD63, UKE31, UKE32, UKF11, UKF12, UKF13, UKF14, UKF15, UKF16, UKF21, UKF22, UKF24, UKF25, UKF30, UKG11, UKG12, UKG13, UKG21, UKG22, UKG23, UKG24, UKG31, UKG32, UKG33, UKG36, UKG37, UKG38, UKG39, UKJ14, UKK12, UKK13, UKL12, UKL13, UKL14, UKL21, UKL23, UKL24",Birmingham,IR,Water Resources,Severn Trent Water,Severn Trent Water,Demand,Hosepipe ban application
225,17,9,1984,Autumn,2,3,1985,Spring,"SOUTH STAFFORDSHIRE WATERWORKS COMPANY DROUGHT ACT 1976 Prohibition of Uses of Water for Prescribed Purposes Notice is hereby given that, because of exceptional short- age of rain the South Staffordshire Waterworks Company are applying to the Secretary of State for the Environ- ment for an Order under section 1 (3) (b) of the Drought Act 1976. The general effect of the Order will be to authorise the Company to prohibit or limit until 2nd March 1985 within the area described below supplied with water by the Company the use of water for any or more of the purpses set out below being purposes included within the direction made by the Secretary of State on 18th July 1984. The area affected comprises that part of the metropoli- tan borough of Dudley containing the parishes of Cradley, Halesowen, Hunnington and Romsley. The uses of water it is proposed to prohibit or limit are as follows: (a) The watering, by hosepipe, sprinkler or other ap- paratus, of parks, ornamental gardens, lawns, allot- ments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned ; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds ; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than safety or hygiene ; (e) the cleaning of the exterior of buildings ; (/) the cleaning of the exterior of industrial premises and plant for any reason other than safety or hygiene; (g) the operation of ornamental fountains or cascades, including any where water is recycled ; (li) the operation, in relation to any building or other premises, of any cistern which flushes automatically, during any period when the premises are wholly or substantially unoccupied","Recorded in The Gazette, issue 49870, 17 September 1984",England,"UKF, UKG","UKF1, UKF2, UKG1, UKG2, UKG3","UKF11, UKF13, UKF22, UKG12, UKG13, UKG22, UKG24, UKG31, UKG36, UKG37, UKG38, UKG39","Dudley, Cradley, Halesowen, Hunnington, Romsley",IR,Water Resources,South Staffordshire Water,South Staffordshire Water,Demand,Hosepipe ban application
226,17,9,1984,Autumn,2,3,1985,Spring,"THE SOUTH STAFFORDSHIRE WATERWORKS COMPANY DROUGHT ACT 1976 Prohibition of Uses of Water for Prescribed Purposes Notice is hereby given that, because of exceptional short- age of rain the South Staffordshire Waterworks Company are applying to the Secretary of State for the [Environ- ment for an Order under section 1 (3) (b) of the Drought Act 1976. The general effect of the Order WL! be to authorise the Company to prohibit or limit uitil 2nd March 1985 within the area described below supplied with water by the Company the use of water for any or more of the purpses set out below being purposes included within the direction made by the Secretary of vState on 18th July 1984. The area affected comprises that part of the area of the South Derbyshire District Council contain ing the parishes of Hilton, Etwall, Burnaston, Findern, E&gington, Willingdon, Repton, Newton Solney and Bretby. The uses of water it is proposed to prohibit or '. imit are as follows: (a) The watering, by hosepipe, sprinkler or other ap- paratus, of parks, ornamental gardens, lawns, allot- ments, recreation grounds, sports grounds, playing fields, golf courses or racecourses, whether publicly or privately owned ; (b) the filling, whether wholly or partially, of privately owned swimming pools and of ornamental ponds other than fish ponds ; (c) the operation of mechanical vehicle washers, whether automatic or not; (d) the washing of road vehicles, boats and railway rolling stock for any reason other than siifety or hygiene; (e) the cleaning of the exterior of buildings; (/) the cleaning of the exterior of industrial prerrises and plant for any reason other than safety or hy.pene;","Recorded in The Gazette, issue 49870, 17 September 1984",England,"UKF, UKG","UKF1, UKF2, UKG1, UKG2, UKG3","UKF11, UKF13, UKF22, UKG12, UKG13, UKG22, UKG24, UKG31, UKG36, UKG37, UKG38, UKG39","Hilton, Etwall, Burnaston, Findern, Egington, Willingdon, Repton, Newton, Solney, Bretby, South Derbyshire",IR,Water Resources,South Staffordshire Water,South Staffordshire Water,Demand,Hosepipe ban application
227,1,1,1988,Winter,31,12,1992,Winter,"Leakage control, drilling exploratory boreholes and rejuvenating old sources to increase supply","Marsh, T.J., Monkhouse, R.A., Arnell, N.W., Lees, M.L. & Reynard, N.S. (1994) The 1988-92 Drought. Institute of Hydrology: Wallingford, UK",England,,,,,R,Water Resources,,,Supply,"System, Leakage"
228,1,1,1988,Winter,31,12,1992,Winter,Groundwater augmentation schemes used (e.g. Itchen and Little Ouse),"Marsh, T.J., Monkhouse, R.A., Arnell, N.W., Lees, M.L. & Reynard, N.S. (1994) The 1988-92 Drought. Institute of Hydrology: Wallingford, UK",England,UKJ,UKJ3,UKJ32,Itchen,R,Water Resources,,Southern Water,Supply,System
229,1,1,1988,Winter,31,12,1992,Winter,Groundwater augmentation schemes used (e.g. Itchen and Little Ouse),"Marsh, T.J., Monkhouse, R.A., Arnell, N.W., Lees, M.L. & Reynard, N.S. (1994) The 1988-92 Drought. Institute of Hydrology: Wallingford, UK",England,UKH,UKH1,UKH14,Little Ouse,R,Water Resources,,Affinity Water,Supply,System
230,1,1,1988,Winter,31,12,1992,Winter,Transfers between the Ely and the Ouse,"Marsh, T.J., Monkhouse, R.A., Arnell, N.W., Lees, M.L. & Reynard, N.S. (1994) The 1988-92 Drought. Institute of Hydrology: Wallingford, UK",England,UKH,UKH1,UKH12,"River Ely, River Ouse",R,Water Resources,,Affinity Water,Supply,Transfer
231,1,6,1988,Summer,31,8,1992,Summer,,Anglian Water (2014) Drought Plan 2014,England,"UKC, UKE, UKF, UKG, UKH, UKJ","UKC1, UKE1, UKE3, UKF1, UKF2, UKF3, UKG1, UKH1, UKH2, UKH3, UKJ1","UKC11, UKC14, UKE13, UKE31, UKF15, UKF22, UKF24, UKF25, UKF30, UKG13, UKH11, UKH12, UKH14, UKH15, UKH16, UKH17, UKH21, UKH23, UKH24, UKH25, UKH34, UKH35, UKH36, UKJ12, UKJ13, UKJ14",Anglian Water,I,Water Resources,Anglian Water,Anglian Water,Supply,
232,1,6,1988,Summer,31,8,1992,Summer,,Anglian Water (2014) Drought Plan 2014,England,"UKC, UKE, UKF, UKG, UKH, UKJ","UKC1, UKE1, UKE3, UKF1, UKF2, UKF3, UKG1, UKH1, UKH2, UKH3, UKJ1","UKC11, UKC14, UKE13, UKE31, UKF15, UKF22, UKF24, UKF25, UKF30, UKG13, UKH11, UKH12, UKH14, UKH15, UKH16, UKH17, UKH21, UKH23, UKH24, UKH25, UKH34, UKH35, UKH36, UKJ12, UKJ13, UKJ14",Anglian Water,I,Water Resources,Anglian Water,Anglian Water,Supply,
